session_id,target
1,0.0005678328508140919
2,4.0477830372450465e-13
3,6.249788320475464e-10
4,2.5359533706672622e-09
5,1.2234172890074043e-06
6,0.009713854372733515
7,0.1719441483676899
8,0.0005471383387433008
9,0.0009886124205822691
10,0.03495188005144887
11,1.1327055165011058e-05
12,1.2161112681375043e-07
13,0.0027515624811218393
14,0.9702942356837188
15,5.288415603644283e-07
16,0.06938659076716891
17,0.008972686795517769
18,1.070829972628362e-05
19,7.854005447900375e-05
20,2.2213820119149646e-11
21,4.536528298060463e-05
22,7.136704308730748e-07
23,1.9037994495420812e-08
24,0.0018812725681303878
25,0.00031458202865299696
26,2.697721706763602e-09
27,0.00360296227693972
28,9.11495251824432e-09
29,0.008500008461503792
30,0.00042682558022835715
31,0.1497310071359041
32,0.46473679303904153
33,0.03858130043785589
34,6.101127487764753e-08
35,0.23942048543241362
36,0.0012978166199262302
37,1.3951810919607809e-11
38,4.5395387849108203e-10
39,0.00026093069835881526
40,9.881487227033117e-05
41,2.9548825848374236e-06
42,0.00010811810665820694
43,1.0923571773677297e-06
44,1.6699263056003614e-07
45,0.9969764381374034
46,7.118817308618323e-05
47,0.7485629297301046
48,3.04871271124611e-06
49,5.915603546994439e-07
50,1.4579112395897873e-08
51,3.189631454667423e-09
52,1.892553973254942e-07
53,2.170373466239341e-05
54,4.7045517245460955e-08
55,3.989556308385297e-06
56,1.6495860029949984e-05
57,1.1068486205664737e-07
58,4.200701945951942e-06
59,1.3146468146311289e-05
60,1.4593469923407147e-06
61,1.975141267699262e-05
62,0.07745812438468527
63,0.00015853707085200283
64,1.76095000840211e-07
65,1.3048311598070764e-08
66,4.56173869144223e-09
67,0.0003312747335123538
68,1.173513899991649e-08
69,0.00824048103093519
70,5.270781782035797e-05
71,5.920974924878783e-05
72,1.0915597080513772e-09
73,0.12149420761426345
74,9.29600266465706e-14
75,6.887674239440532e-08
76,4.2950643912558575e-05
77,0.0025119319432886735
78,0.032191741630408506
79,3.113557449879752e-08
80,1.7256817550323547e-07
81,1.1123296292084755e-07
82,0.0013395092656234664
83,4.966671853319207e-11
84,0.9983082869774696
85,1.4171179048588454e-09
86,2.2261812271119594e-08
87,0.001968813726424626
88,4.689243492771459e-05
89,0.09442442129138438
90,0.11392659976937128
91,0.0021323039334520274
92,3.2050887863358243e-09
93,0.0014291552858803668
94,0.000587503644551249
95,0.826757052358968
96,3.060871174693472e-11
97,1.511581397481055e-07
98,7.359521723343333e-06
99,1.745800475517245e-05
100,0.00022586172148034966
101,0.5734642553086575
102,0.8131017057226952
103,0.004274545635244227
104,2.3139529034715696e-06
105,2.8295818443045373e-08
106,0.0010756878625993451
107,0.00012758689925775028
108,4.1086492669994546e-09
109,2.8748330320898482e-05
110,4.833776478641368e-05
111,0.0001598517033473298
112,6.5506180672090154e-09
113,0.000639285199749343
114,4.111456762992233e-07
115,0.0004608331774050991
116,1.559847068934549e-09
117,0.004513612551266832
118,0.00020707156482771856
119,7.446528695116148e-14
120,0.0007479280361212464
121,0.000437021195896079
122,0.0005931619436178333
123,0.002701797169875267
124,3.435683211996128e-07
125,0.0713168595980751
126,1.9342612323702045e-10
127,7.26654818007945e-11
128,0.03166090422459146
129,0.00029750776409893806
130,0.001819070106952965
131,0.32398588307079323
132,0.2045940103273729
133,0.01016428825630867
134,1.3973379821972612e-07
135,4.816498627219534e-08
136,7.349849898249313e-07
137,2.6055324282955083e-05
138,4.833505398807173e-06
139,1.0645992339788516e-09
140,0.004855295721001184
141,8.388245070535826e-12
142,0.00012976536503892295
143,6.9804965494002404e-06
144,0.0012153668350422043
145,9.29600266465706e-14
146,0.03976033740335695
147,0.00028539047751978473
148,0.021670026161209232
149,0.013942604740557273
150,0.3401616107294426
151,3.1939313661399204e-09
152,0.0008356988700072461
153,0.021625639826870414
154,2.8088071539556993e-05
155,8.111866593153446e-06
156,1.9564161007096065e-06
157,0.0015407464822353035
158,0.00012669449065634078
159,1.979467600240773e-10
160,2.98222843768802e-06
161,0.001239706446671512
162,6.654582986461439e-07
163,0.0007650760649426352
164,0.004047604699145399
165,1.8800028623493244e-13
166,1.8687368067667375e-07
167,0.01213074492553491
168,0.00030944217758923287
169,0.0005831419131986413
170,0.0018252827149502218
171,0.0032398565605888273
172,1.9436713673987206e-06
173,4.703781939898762e-05
174,2.8795957725680244e-07
175,0.21011608235617743
176,4.9752477829213324e-05
177,0.0018825143890907998
178,2.8309172144689315e-09
179,1.708028882080948e-06
180,0.0006577015524508711
181,0.0009884617543561049
182,0.006000732906403189
183,4.16241729797569e-05
184,3.3991518383516974e-06
185,3.194890133634624e-05
186,2.876317302435846e-08
187,1.7806112460192747e-06
188,4.789157624929026e-10
189,0.0006298380491954402
190,2.5341666195024404e-06
191,0.06753303102648468
192,0.0002450842203048954
193,0.008526589005945629
194,0.42689435970951245
195,0.000172834805195999
196,2.5788641820083197e-13
197,0.0002197069489184031
198,0.0010756269609551849
199,3.697660286392057e-05
200,1.902343730211729e-07
201,2.047262041954845e-05
202,0.8849561757042819
203,1.370570431998622e-07
204,0.0014698743265294906
205,0.011664280326224907
206,2.605299611898821e-13
207,0.00022142292551873975
208,0.0037704207233816515
209,5.875639791113246e-07
210,0.00018977706930093375
211,3.667396378045321e-07
212,0.13885271499462332
213,4.9967549342053574e-05
214,1.9355595282351265e-05
215,0.0058296013199056074
216,0.060795775238965157
217,0.0008684717834698267
218,0.0696501124102584
219,0.6473476512698302
220,0.006459055947998339
221,0.0005329099960896017
222,3.9140371928642315e-06
223,0.00015386755942064652
224,0.02107504316952773
225,0.6164934489088474
226,0.001331032165871268
227,0.0022900147976145017
228,1.619150398556726e-06
229,0.01116835809702864
230,0.01919643427598504
231,1.5290246775302949e-06
232,1.7311004975342065e-07
233,1.5997385636231572e-06
234,0.06346603010088653
235,5.6540922925170133e-08
236,3.19075979321783e-05
237,0.013695503795274098
238,0.008073297682768618
239,0.00026093069835881526
240,5.850004234968921e-05
241,1.5140419527476992e-06
242,1.410944639003759e-10
243,1.1126109269340246e-10
244,0.00043573494129468186
245,4.33064009895972e-05
246,1.0822034215529526e-06
247,0.5937481209794528
248,0.0005541153029231588
249,7.405312564808434e-07
250,1.002349867211838e-06
251,0.718805501148095
252,1.0618806318206155e-07
253,0.0009312392175012435
254,0.6612032625975954
255,0.004527853384493845
256,4.610482478138851e-15
257,0.0035089595490049937
258,0.000539412232742309
259,0.002452020140532694
260,0.0034860183213993494
261,2.0189537594672417e-06
262,0.9508347356985927
263,1.836567628104293e-06
264,0.04062468121360892
265,0.06991740824454372
266,4.281176508898745e-06
267,2.2833828796071533e-17
268,8.41050477655141e-06
269,0.005386363163759903
270,6.639680648501972e-06
271,5.162494890417592e-06
272,0.0054806509802478596
273,0.000719683513205488
274,0.04464691513945596
275,0.015071281446713802
276,1.2953477777947246e-11
277,5.486510165323242e-05
278,4.3826432947095164e-05
279,3.768180834126758e-06
280,0.002690977249819839
281,8.765135331513629e-07
282,0.06617969927966473
283,0.0001433950487361781
284,1.2955592854888531e-06
285,0.000653934440829837
286,5.08499951450934e-12
287,0.1007861090107948
288,2.2942579210084326e-06
289,0.003130731162004166
290,2.3956804724605785e-06
291,0.6866895225525277
292,0.0003860117927459027
293,9.384475132732078e-06
294,2.2086651305205415e-10
295,0.0005355098978336725
296,0.0004100416980443836
297,0.0017473966317118092
298,1.933047195026383e-06
299,2.753515376050256e-08
300,2.098974969665092e-05
301,2.9675970643612952e-06
302,6.766241740098823e-06
303,8.196491604664503e-11
304,1.0773198840136216e-09
305,0.06872262104416339
306,5.4194148060638774e-08
307,0.002217670037794518
308,1.6344317698312022e-05
309,0.07644481990127149
310,2.946541264451907e-06
311,6.943989608219613e-05
312,6.801770546886738e-06
313,0.08244084852075269
314,0.0002210800794796853
315,9.027200836069759e-07
316,1.4830747855648307e-08
317,0.060700544113328626
318,0.00037815244852696593
319,0.0005097884572798659
320,7.86135648239935e-12
321,0.002126084334943608
322,1.3021967504592783e-06
323,0.0003380815841076244
324,0.01827363098112278
325,0.0015931648426409683
326,0.0015380403739406589
327,9.399673590434474e-05
328,1.2196588566474332e-05
329,0.0005931619436178333
330,0.00024623259887323706
331,0.012554159874380657
332,0.20342681956447667
333,0.5987869181286156
334,4.770351693842816e-08
335,0.013963587558287385
336,0.03617999642338101
337,2.500537211572182e-07
338,0.08203492900818933
339,3.331140843667736e-07
340,0.09337211604174317
341,3.7730886704019637e-07
342,0.0016491141994164505
343,0.10139923195471842
344,0.00012054100775358075
345,2.4349083396432403e-05
346,0.047786004641307965
347,0.9993017209015644
348,2.084358982995797e-10
349,1.766381666899201e-07
350,0.12528500126788017
351,4.3849663399514704e-05
352,0.0008597854576400506
353,0.0007331438421538823
354,0.021291052770003056
355,0.001163459974791157
356,0.026357932213551104
357,8.433435213677417e-06
358,9.13698923758303e-12
359,0.10679177750921671
360,3.881293972453062e-06
361,0.9813717008272288
362,0.009038702573836902
363,1.9880115466869276e-06
364,0.0013349847183389864
365,9.410475209385816e-16
366,2.3093851604836335e-12
367,7.656286857014502e-09
368,0.0006468543403846257
369,1.5629496926685153e-05
370,4.6991168871890685e-05
371,0.1719441483676899
372,1.6439547836899695e-05
373,2.2140165778897504e-11
374,1.850972118054168e-14
375,0.005516833070074143
376,2.0825397886313088e-05
377,0.00015723997005980423
378,1.513082526106335e-11
379,4.6103272316399237e-11
380,0.0001969487886392765
381,0.013963587558287385
382,0.024322735642565325
383,2.576379937779886e-08
384,0.005660115081383602
385,5.822017855484657e-05
386,1.1676279604629918e-07
387,7.349040251993972e-05
388,0.005080033308408187
389,8.608623687725308e-05
390,1.9507550661470742e-05
391,1.2176701346462559e-09
392,0.008432478811001268
393,0.005596274732491823
394,7.249088254783367e-07
395,0.0072106081573698536
396,0.0004133405635147995
397,2.5723526337573725e-06
398,4.734671654177004e-06
399,6.432261066109645e-10
400,3.591030394896308e-05
401,6.309275429111519e-10
402,7.0653036676830505e-06
403,1.0760253644819561e-05
404,0.8588590150978808
405,2.1229373557604583e-06
406,0.0002329088200884177
407,0.0003618039369348359
408,1.5181016220489643e-06
409,4.6599505965986135e-05
410,1.901024469139675e-05
411,5.180309960551703e-05
412,1.761625868731234e-06
413,0.0025876082613169164
414,2.886855729160434e-10
415,4.8560929783077845e-12
416,0.001444622747362923
417,0.001318539077256608
418,9.269318810278561e-10
419,7.438710763770322e-09
420,3.07582947355118e-05
421,0.00037914300962257094
422,0.1016184216997243
423,3.202354356876061e-12
424,1.1750549299573387e-06
425,4.309258526367304e-12
426,0.9924465803693816
427,1.1438116241322156e-10
428,3.120372005910837e-12
429,0.06879608877179333
430,0.0004789019885432159
431,2.690008150214901e-06
432,5.061453224010834e-05
433,3.6913181470756124e-09
434,0.009978800203823301
435,0.00048562470290469087
436,0.0009439750194475694
437,0.05968896016420153
438,0.00012788311109877392
439,2.4113784448462664e-05
440,7.696894640758228e-14
441,0.0009803114245149948
442,0.00034547830814199985
443,8.92770854727814e-06
444,2.019303720824023e-06
445,0.00028595637531971126
446,0.0010775227609197654
447,6.30800113359862e-08
448,0.0002980682516056591
449,8.061487275854114e-07
450,1.9246484002392864e-06
451,0.0006377153777880842
452,0.032170302671790836
453,0.0007657540229561852
454,2.801767259252433e-08
455,4.0646280180453786e-05
456,6.027134827517788e-10
457,1.0305394682429556e-05
458,0.00023003464109289681
459,0.017671998951140952
460,0.051022478135093564
461,0.025716098805894587
462,2.401066353257736e-10
463,2.397137034527362e-08
464,0.000365936190838614
465,0.022399878965294058
466,1.3257917491766058e-11
467,3.30415357186673e-07
468,2.3585059801607998e-07
469,0.0004914228453086544
470,4.625454444332082e-05
471,0.02486418553965792
472,9.035286104675615e-11
473,0.01159149318782769
474,4.329774087237164e-07
475,0.0007295135138249828
476,9.669536484176399e-10
477,0.006143567936902532
478,0.0026793174978904355
479,0.01503015466133892
480,3.6882637056642143e-06
481,0.0020385197374083192
482,0.5648955743749956
483,0.3206414716931812
484,1.672459601907391e-06
485,0.005929037134904851
486,1.41447843685172e-07
487,0.09971427147586724
488,0.00021996702013853147
489,0.017324451345293174
490,2.5988723419736033e-08
491,0.012000252529376924
492,1.7606427033910895e-05
493,0.038234329836041706
494,6.34154536059445e-10
495,7.591227797014074e-06
496,0.0106688662843414
497,8.708096571714793e-07
498,0.0033100647437473347
499,1.801778473010189e-18
500,0.052387239460520395
501,0.020817944926213243
502,0.07867524428004606
503,0.06342074110741464
504,1.5209908680261352e-05
505,0.0005349761376769854
506,2.7696597110100005e-06
507,5.863931293016395e-06
508,0.0039835511244912455
509,9.459224370100767e-09
510,0.005320755534788055
511,1.767642989549974e-14
512,0.008710033199716695
513,8.71651754604105e-08
514,0.00013276385246035512
515,0.0026584156589278727
516,0.002484101407585199
