session_id,target
1,9.46766545155147e-05
2,3.157869112905225e-05
3,0.00022630764266913693
4,1.8032432903352477e-05
5,0.0004717761413980093
6,0.00010971414165647924
7,0.0001981281786539843
8,0.0003932680400233358
9,0.00014770360985380827
10,0.004228255044897011
11,0.0004467459663640401
12,2.2373504597867607e-05
13,6.766999790090005e-05
14,0.0471021357979449
15,0.0017431499178125
16,0.00022988196628711763
17,0.015637202013255257
18,1.8498061050333796e-05
19,0.00028570506654578947
20,2.6844225638181346e-05
21,0.009633400832488238
22,4.589767023489327e-07
23,0.0003698258758530735
24,0.00023579916112838404
25,0.0007864090981628616
26,9.862455061037467e-05
27,0.00020735835446925523
28,2.3936849393006853e-05
29,0.008092973469735233
30,0.01533643115748144
31,0.07138758913984725
32,0.06114783203707405
33,0.0002007210174951826
34,0.00010824000225856257
35,0.01886285689032001
36,6.608806527730322e-05
37,1.022574809567302e-05
38,2.4317249111310415e-05
39,0.002045895195248528
40,2.3979215339352875e-05
41,0.005872390585916859
42,0.00012448546809796688
43,0.0005826683526462764
44,1.2601565568918723e-05
45,0.10245970580932026
46,0.006453297141570511
47,2.922536489153399e-05
48,1.3003637044127267e-05
49,0.0004418833805729447
50,6.471964301456518e-05
51,4.2231981598746e-06
52,7.2034580144353064e-06
53,0.0005280404175261812
54,5.403862452318445e-05
55,0.030637156726925237
56,3.686526401341638e-05
57,1.7503347217016222e-05
58,5.9561144774084905e-06
59,8.194084731399142e-05
60,2.9318766887984235e-07
61,7.503048983483021e-05
62,0.0005201774775502432
63,3.3734287954385684e-06
64,0.005571984464932609
65,0.00016200749935593698
66,2.688639619117096e-05
67,0.0004494321298969699
68,0.008583660013898885
69,0.0031503040611289353
70,9.751878264530311e-05
71,0.03396959902458082
72,0.0031160278402243033
73,0.004905905097094752
74,0.0005260882358915632
75,0.0004439875294371642
76,0.00011900864610503766
77,0.0011168297974542762
78,0.001161587822386836
79,1.6159134249316642e-05
80,1.1530883123461137e-05
81,6.15474927176892e-05
82,1.066336210315019e-05
83,5.7200960584564936e-05
84,0.6669429720177467
85,0.0010154262002505473
86,9.133229891149436e-05
87,0.0014025155957234053
88,0.001524615611508127
89,0.00255240568080956
90,0.055103374257359804
91,8.232951567885643e-05
92,1.4796622184916573e-05
93,0.07962038076430307
94,9.52308234827186e-06
95,0.00013259775044252985
96,1.9050383146417976e-05
97,0.03135704117032373
98,1.1434998451302859e-05
99,2.532580643376346e-06
100,0.00041329220053313426
101,6.5485839772526344e-06
102,0.000333287077595875
103,0.0001247503137217436
104,0.0008903766918046899
105,0.0018097994304910735
106,0.00011487293897554672
107,0.00011445251610946568
